Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1743185483,2025-03-28T18:11:23Z,SLI2460,"19.420721,-99.079887",0,0,210
1743185617,2025-03-28T18:13:37Z,SLI2460,"19.421093,-99.080154",0,0,300
1743185641,2025-03-28T18:14:01Z,SLI2460,"19.421219,-99.08036",0,2,300
1743185887,2025-03-28T18:18:07Z,SLI2460,"19.42149,-99.080849",0,0,300
1743185910,2025-03-28T18:18:30Z,SLI2460,"19.421618,-99.081078",0,2,300
1743185931,2025-03-28T18:18:51Z,SLI2460,"19.421768,-99.081337",0,4,300
1743185941,2025-03-28T18:19:01Z,SLI2460,"19.421885,-99.081558",0,6,300
1743185949,2025-03-28T18:19:09Z,SLI2460,"19.422035,-99.08181",0,8,300
1743185958,2025-03-28T18:19:18Z,SLI2460,"19.422293,-99.082039",0,9,337
1743185962,2025-03-28T18:19:22Z,SLI2460,"19.422512,-99.082062",0,9,354
1743185968,2025-03-28T18:19:28Z,SLI2460,"19.422758,-99.082047",0,9,2
1743185974,2025-03-28T18:19:34Z,SLI2460,"19.422966,-99.082047",0,9,2
1743185978,2025-03-28T18:19:38Z,SLI2460,"19.423187,-99.082039",0,9,2
1743185985,2025-03-28T18:19:45Z,SLI2460,"19.423485,-99.082024",0,9,2
1743185991,2025-03-28T18:19:51Z,SLI2460,"19.423746,-99.082069",0,10,345
1743185996,2025-03-28T18:19:56Z,SLI2460,"19.423954,-99.082161",0,10,334
1743186003,2025-03-28T18:20:03Z,SLI2460,"19.424229,-99.082306",0,10,331
1743186009,2025-03-28T18:20:09Z,SLI2460,"19.424469,-99.082451",0,10,331
1743186015,2025-03-28T18:20:15Z,SLI2460,"19.424725,-99.082596",0,9,331
1743186023,2025-03-28T18:20:23Z,SLI2460,"19.425003,-99.082756",0,9,331
1743186029,2025-03-28T18:20:29Z,SLI2460,"19.425213,-99.082886",0,7,329
1743186040,2025-03-28T18:20:40Z,SLI2460,"19.42543,-99.083069",0,5,317
1743186050,2025-03-28T18:20:50Z,SLI2460,"19.425585,-99.083282",0,6,303
1743186060,2025-03-28T18:21:00Z,SLI2460,"19.425716,-99.083557",0,6,292
1743186068,2025-03-28T18:21:08Z,SLI2460,"19.425808,-99.083794",0,7,292
1743186075,2025-03-28T18:21:15Z,SLI2460,"19.4259,-99.084007",0,7,292
1743186082,2025-03-28T18:21:22Z,SLI2460,"19.425993,-99.084236",0,8,295
1743186088,2025-03-28T18:21:28Z,SLI2460,"19.426083,-99.084442",0,8,295
1743186096,2025-03-28T18:21:36Z,SLI2460,"19.426203,-99.084732",0,7,292
1743186107,2025-03-28T18:21:47Z,SLI2460,"19.426296,-99.084946",0,1,292
1743186235,2025-03-28T18:23:55Z,SLI2460,"19.426376,-99.085159",0,5,292
1743186242,2025-03-28T18:24:02Z,SLI2460,"19.426481,-99.085381",0,8,295
1743186250,2025-03-28T18:24:10Z,SLI2460,"19.426609,-99.085678",0,8,298
1743186259,2025-03-28T18:24:19Z,SLI2460,"19.426838,-99.085861",0,7,343
1743186265,2025-03-28T18:24:25Z,SLI2460,"19.427055,-99.085793",0,10,33
1743186271,2025-03-28T18:24:31Z,SLI2460,"19.42725,-99.085518",0,14,59
1743186275,2025-03-28T18:24:35Z,SLI2460,"19.427387,-99.085266",0,16,59
1743186278,2025-03-28T18:24:38Z,SLI2460,"19.427547,-99.084984",0,19,59
1743186281,2025-03-28T18:24:41Z,SLI2460,"19.427708,-99.084702",0,21,59
1743186286,2025-03-28T18:24:46Z,SLI2460,"19.427937,-99.084282",0,22,59
1743186288,2025-03-28T18:24:48Z,SLI2460,"19.428074,-99.084053",0,22,59
1743186295,2025-03-28T18:24:55Z,SLI2460,"19.428436,-99.083382",0,21,59
1743186303,2025-03-28T18:25:03Z,SLI2460,"19.428818,-99.08271",0,21,59
1743186310,2025-03-28T18:25:10Z,SLI2460,"19.429159,-99.082123",0,21,59
1743186318,2025-03-28T18:25:18Z,SLI2460,"19.429588,-99.081352",0,19,59
1743186326,2025-03-28T18:25:26Z,SLI2460,"19.429937,-99.08075",0,18,59
1743186333,2025-03-28T18:25:33Z,SLI2460,"19.43026,-99.080177",0,19,61
1743186339,2025-03-28T18:25:39Z,SLI2460,"19.43058,-99.079575",0,20,59
1743186346,2025-03-28T18:25:46Z,SLI2460,"19.430927,-99.078964",0,21,59
1743186353,2025-03-28T18:25:53Z,SLI2460,"19.431288,-99.078316",0,22,59
1743186360,2025-03-28T18:26:00Z,SLI2460,"19.431679,-99.077637",0,23,59
1743186367,2025-03-28T18:26:07Z,SLI2460,"19.432079,-99.076904",0,24,59
1743186374,2025-03-28T18:26:14Z,SLI2460,"19.432503,-99.076157",0,25,59
1743186381,2025-03-28T18:26:21Z,SLI2460,"19.432905,-99.075432",0,23,59
1743186389,2025-03-28T18:26:29Z,SLI2460,"19.433327,-99.074692",0,23,59
1743186396,2025-03-28T18:26:36Z,SLI2460,"19.433733,-99.073959",0,24,59
1743186403,2025-03-28T18:26:43Z,SLI2460,"19.434162,-99.073227",0,25,59
1743186409,2025-03-28T18:26:49Z,SLI2460,"19.434536,-99.072548",0,25,59
1743186416,2025-03-28T18:26:56Z,SLI2460,"19.434963,-99.071777",0,23,59
1743186424,2025-03-28T18:27:04Z,SLI2460,"19.435362,-99.071075",0,20,59
1743186431,2025-03-28T18:27:11Z,SLI2460,"19.43564,-99.070587",0,14,59
1743186436,2025-03-28T18:27:16Z,SLI2460,"19.435776,-99.070381",0,8,50
1743186442,2025-03-28T18:27:22Z,SLI2460,"19.436005,-99.070259",0,9,11
1743186448,2025-03-28T18:27:28Z,SLI2460,"19.436258,-99.070366",0,11,329
1743186454,2025-03-28T18:27:34Z,SLI2460,"19.436508,-99.070587",0,10,317
1743186461,2025-03-28T18:27:41Z,SLI2460,"19.436724,-99.070801",0,9,317
1743186469,2025-03-28T18:27:49Z,SLI2460,"19.436956,-99.071014",0,8,317
1743186478,2025-03-28T18:27:58Z,SLI2460,"19.437166,-99.071213",0,7,317
1743186559,2025-03-28T18:29:19Z,SLI2460,"19.437479,-99.07151",0,7,317
1743186566,2025-03-28T18:29:26Z,SLI2460,"19.43771,-99.071724",0,11,317
1743186573,2025-03-28T18:29:33Z,SLI2460,"19.438038,-99.072037",0,14,317
1743186580,2025-03-28T18:29:40Z,SLI2460,"19.438341,-99.072319",0,13,317
1743186587,2025-03-28T18:29:47Z,SLI2460,"19.438614,-99.072548",0,9,329
1743186593,2025-03-28T18:29:53Z,SLI2460,"19.438841,-99.072586",0,9,2
1743186598,2025-03-28T18:29:58Z,SLI2460,"19.439072,-99.072441",0,11,45
1743186604,2025-03-28T18:30:04Z,SLI2460,"19.439249,-99.072151",0,14,61
1743186609,2025-03-28T18:30:09Z,SLI2460,"19.439423,-99.071823",0,15,59
1743186613,2025-03-28T18:30:13Z,SLI2460,"19.439587,-99.071533",0,15,59
1743186617,2025-03-28T18:30:17Z,SLI2460,"19.439724,-99.071312",0,15,59
1743186625,2025-03-28T18:30:25Z,SLI2460,"19.44001,-99.070793",0,15,59
1743186632,2025-03-28T18:30:32Z,SLI2460,"19.440296,-99.07029",0,16,59
1743186639,2025-03-28T18:30:39Z,SLI2460,"19.440582,-99.069778",0,16,59
1743186646,2025-03-28T18:30:46Z,SLI2460,"19.440868,-99.069275",0,17,59
1743186653,2025-03-28T18:30:53Z,SLI2460,"19.44112,-99.06881",0,15,59
1743186661,2025-03-28T18:31:01Z,SLI2460,"19.441395,-99.068321",0,14,59
1743186668,2025-03-28T18:31:08Z,SLI2460,"19.441635,-99.067894",0,14,59
1743186676,2025-03-28T18:31:16Z,SLI2460,"19.441891,-99.067444",0,15,59
1743186682,2025-03-28T18:31:22Z,SLI2460,"19.442139,-99.067017",0,15,59
1743186690,2025-03-28T18:31:30Z,SLI2460,"19.442438,-99.066467",0,16,59
1743186697,2025-03-28T18:31:37Z,SLI2460,"19.442705,-99.065979",0,16,59
1743186705,2025-03-28T18:31:45Z,SLI2460,"19.442997,-99.065475",0,15,59
1743186712,2025-03-28T18:31:52Z,SLI2460,"19.443249,-99.065048",0,13,59
1743186720,2025-03-28T18:32:00Z,SLI2460,"19.443455,-99.06469",0,11,59
1743186726,2025-03-28T18:32:06Z,SLI2460,"19.443604,-99.064423",0,9,59
1743186733,2025-03-28T18:32:13Z,SLI2460,"19.443741,-99.064171",0,8,59
1743186741,2025-03-28T18:32:21Z,SLI2460,"19.443867,-99.063942",0,6,61
1743186846,2025-03-28T18:34:06Z,SLI2460,"19.444008,-99.063683",0,3,59
1743186860,2025-03-28T18:34:20Z,SLI2460,"19.444107,-99.063461",0,4,64
1743186869,2025-03-28T18:34:29Z,SLI2460,"19.444183,-99.063248",0,6,73
1743186877,2025-03-28T18:34:37Z,SLI2460,"19.444221,-99.063019",0,7,84
1743186886,2025-03-28T18:34:46Z,SLI2460,"19.444199,-99.062798",0,3,101
1743186941,2025-03-28T18:35:41Z,SLI2460,"19.444113,-99.062523",0,6,109
1743186948,2025-03-28T18:35:48Z,SLI2460,"19.444038,-99.062302",0,6,109
1743186955,2025-03-28T18:35:55Z,SLI2460,"19.443947,-99.062065",0,8,115
1743186965,2025-03-28T18:36:05Z,SLI2460,"19.443741,-99.061928",0,5,177
1743186995,2025-03-28T18:36:35Z,SLI2460,"19.443542,-99.062187",0,13,241
1743186999,2025-03-28T18:36:39Z,SLI2460,"19.44331,-99.062584",0,32,239
1743187001,2025-03-28T18:36:41Z,SLI2460,"19.443089,-99.062981",0,44,239
1743187009,2025-03-28T18:36:49Z,SLI2460,"19.44203,-99.064873",7025,76,239
1743187022,2025-03-28T18:37:02Z,SLI2460,"19.438631,-99.070862",7025,128,239
1743187035,2025-03-28T18:37:15Z,SLI2460,"19.43421,-99.078751",7025,169,238
1743187049,2025-03-28T18:37:29Z,SLI2460,"19.427948,-99.089615",7425,172,239
1743187062,2025-03-28T18:37:42Z,SLI2460,"19.422897,-99.09903",7975,168,240
1743187077,2025-03-28T18:37:57Z,SLI2460,"19.417191,-99.109528",8425,169,240
1743187090,2025-03-28T18:38:10Z,SLI2460,"19.412004,-99.119049",8875,175,240
1743187103,2025-03-28T18:38:23Z,SLI2460,"19.406479,-99.128807",9200,180,238
1743187116,2025-03-28T18:38:36Z,SLI2460,"19.40062,-99.139053",9300,198,239
1743187129,2025-03-28T18:38:49Z,SLI2460,"19.39422,-99.150314",9425,215,239
1743187142,2025-03-28T18:39:02Z,SLI2460,"19.387005,-99.163147",9650,229,239
1743187155,2025-03-28T18:39:15Z,SLI2460,"19.38007,-99.175484",9925,240,238
1743187168,2025-03-28T18:39:28Z,SLI2460,"19.372807,-99.188965",10550,239,246
1743187170,2025-03-28T18:39:30Z,SLI2460,"19.372015,-99.191162",10650,239,249
1743187172,2025-03-28T18:39:32Z,SLI2460,"19.371317,-99.193413",10750,241,253
1743187174,2025-03-28T18:39:34Z,SLI2460,"19.370773,-99.195557",10825,242,256
1743187176,2025-03-28T18:39:36Z,SLI2460,"19.370293,-99.198105",10925,245,260
1743187178,2025-03-28T18:39:38Z,SLI2460,"19.370041,-99.200661",11000,247,265
1743187181,2025-03-28T18:39:41Z,SLI2460,"19.369921,-99.20385",11075,251,269
1743187183,2025-03-28T18:39:43Z,SLI2460,"19.370087,-99.206543",11125,254,275
1743187185,2025-03-28T18:39:45Z,SLI2460,"19.370453,-99.209045",11200,257,280
1743187187,2025-03-28T18:39:47Z,SLI2460,"19.371002,-99.211494",11250,259,284
1743187189,2025-03-28T18:39:49Z,SLI2460,"19.371872,-99.214485",11350,261,288
1743187191,2025-03-28T18:39:51Z,SLI2460,"19.372742,-99.216797",11425,263,292
1743187194,2025-03-28T18:39:54Z,SLI2460,"19.374023,-99.219635",11475,265,296
1743187196,2025-03-28T18:39:56Z,SLI2460,"19.375305,-99.221848",11525,267,302
1743187198,2025-03-28T18:39:58Z,SLI2460,"19.376816,-99.224052",11600,269,308
1743187200,2025-03-28T18:40:00Z,SLI2460,"19.37858,-99.226219",11700,270,312
1743187202,2025-03-28T18:40:02Z,SLI2460,"19.380348,-99.228119",11775,272,315
1743187204,2025-03-28T18:40:04Z,SLI2460,"19.382629,-99.230316",11875,274,318
1743187206,2025-03-28T18:40:06Z,SLI2460,"19.384369,-99.23185",11950,274,319
1743187209,2025-03-28T18:40:09Z,SLI2460,"19.386539,-99.233711",12000,275,321
1743187211,2025-03-28T18:40:11Z,SLI2460,"19.389175,-99.235924",12100,276,322
1743187213,2025-03-28T18:40:13Z,SLI2460,"19.39138,-99.237701",12200,276,322
1743187215,2025-03-28T18:40:15Z,SLI2460,"19.393429,-99.239349",12275,277,322
1743187218,2025-03-28T18:40:18Z,SLI2460,"19.395676,-99.241219",12375,277,322
1743187220,2025-03-28T18:40:20Z,SLI2460,"19.397736,-99.242889",12450,277,322
1743187222,2025-03-28T18:40:22Z,SLI2460,"19.400208,-99.244949",12550,277,322
1743187224,2025-03-28T18:40:24Z,SLI2460,"19.402222,-99.246567",12650,277,321
1743187226,2025-03-28T18:40:26Z,SLI2460,"19.404282,-99.248283",12750,277,321
1743187228,2025-03-28T18:40:28Z,SLI2460,"19.406616,-99.250244",12850,277,321
1743187260,2025-03-28T18:41:00Z,SLI2460,"19.439575,-99.277809",14225,286,321
1743187286,2025-03-28T18:41:26Z,SLI2460,"19.464752,-99.300072",15775,270,311
1743187288,2025-03-28T18:41:28Z,SLI2460,"19.466675,-99.302528",15925,268,309
1743187290,2025-03-28T18:41:30Z,SLI2460,"19.468185,-99.304634",16025,268,306
1743187292,2025-03-28T18:41:32Z,SLI2460,"19.469559,-99.306747",16125,267,302
1743187294,2025-03-28T18:41:34Z,SLI2460,"19.471218,-99.309662",16250,266,298
1743187296,2025-03-28T18:41:36Z,SLI2460,"19.472214,-99.311798",16325,265,295
1743187299,2025-03-28T18:41:39Z,SLI2460,"19.473454,-99.314857",16450,264,291
1743187301,2025-03-28T18:41:41Z,SLI2460,"19.474245,-99.317253",16525,263,288
1743187303,2025-03-28T18:41:43Z,SLI2460,"19.474943,-99.319756",16625,262,284
1743187305,2025-03-28T18:41:45Z,SLI2460,"19.475601,-99.32254",16725,262,282
1743187307,2025-03-28T18:41:47Z,SLI2460,"19.476105,-99.325531",16850,262,278
1743187310,2025-03-28T18:41:50Z,SLI2460,"19.476379,-99.328079",16925,262,275
1743187312,2025-03-28T18:41:52Z,SLI2460,"19.476572,-99.331436",17050,262,271
1743187314,2025-03-28T18:41:54Z,SLI2460,"19.476563,-99.333771",17125,263,269
1743187316,2025-03-28T18:41:56Z,SLI2460,"19.476425,-99.33696",17200,264,266
1743187318,2025-03-28T18:41:58Z,SLI2460,"19.476242,-99.338921",17250,267,262
1743187321,2025-03-28T18:42:01Z,SLI2460,"19.475693,-99.342598",17300,269,259
1743187323,2025-03-28T18:42:03Z,SLI2460,"19.475143,-99.3452",17325,273,255
1743187325,2025-03-28T18:42:05Z,SLI2460,"19.474274,-99.348236",17325,275,252
1743187327,2025-03-28T18:42:07Z,SLI2460,"19.473633,-99.350296",17350,278,250
1743187329,2025-03-28T18:42:09Z,SLI2460,"19.47258,-99.353439",17375,280,250
1743187331,2025-03-28T18:42:11Z,SLI2460,"19.471664,-99.355988",17375,283,249
1743187333,2025-03-28T18:42:13Z,SLI2460,"19.470657,-99.358681",17400,287,248
1743187335,2025-03-28T18:42:15Z,SLI2460,"19.46945,-99.362",17400,289,248
1743187338,2025-03-28T18:42:18Z,SLI2460,"19.468506,-99.364571",17425,291,248
1743187340,2025-03-28T18:42:20Z,SLI2460,"19.467262,-99.367943",17450,294,248
1743187342,2025-03-28T18:42:22Z,SLI2460,"19.466471,-99.370087",17475,295,248
1743187344,2025-03-28T18:42:24Z,SLI2460,"19.465393,-99.373055",17525,296,248
1743187346,2025-03-28T18:42:26Z,SLI2460,"19.464386,-99.375755",17575,296,248
1743187348,2025-03-28T18:42:28Z,SLI2460,"19.463305,-99.378731",17675,297,248
1743187350,2025-03-28T18:42:30Z,SLI2460,"19.462326,-99.381477",17725,298,248
1743187383,2025-03-28T18:43:03Z,SLI2460,"19.446167,-99.426315",18975,300,249
1743187413,2025-03-28T18:43:33Z,SLI2460,"19.431015,-99.468353",20075,304,249
1743187446,2025-03-28T18:44:06Z,SLI2460,"19.414352,-99.514503",21125,314,249
1743187477,2025-03-28T18:44:37Z,SLI2460,"19.397736,-99.56041",21925,325,249
1743187509,2025-03-28T18:45:09Z,SLI2460,"19.383188,-99.609192",22025,340,259
1743187511,2025-03-28T18:45:11Z,SLI2460,"19.382584,-99.613136",22025,342,260
1743187513,2025-03-28T18:45:13Z,SLI2460,"19.382172,-99.616127",22025,344,262
1743187515,2025-03-28T18:45:15Z,SLI2460,"19.38176,-99.619461",22025,345,263
1743187517,2025-03-28T18:45:17Z,SLI2460,"19.381393,-99.622849",22050,346,264
1743187520,2025-03-28T18:45:20Z,SLI2460,"19.381073,-99.626915",22100,348,265
1743187522,2025-03-28T18:45:22Z,SLI2460,"19.380844,-99.630501",22125,348,265
1743187524,2025-03-28T18:45:24Z,SLI2460,"19.380569,-99.634621",22175,349,266
1743187526,2025-03-28T18:45:26Z,SLI2460,"19.380295,-99.638641",22250,350,266
1743187528,2025-03-28T18:45:28Z,SLI2460,"19.380112,-99.641434",22275,351,266
1743187530,2025-03-28T18:45:30Z,SLI2460,"19.379883,-99.645195",22350,351,266
1743187533,2025-03-28T18:45:33Z,SLI2460,"19.379696,-99.648491",22425,351,266
1743187563,2025-03-28T18:46:03Z,SLI2460,"19.37639,-99.700928",23425,353,266
1743187595,2025-03-28T18:46:35Z,SLI2460,"19.372854,-99.757454",24000,358,266
1743187626,2025-03-28T18:47:06Z,SLI2460,"19.369455,-99.811638",24000,364,266
1743187657,2025-03-28T18:47:37Z,SLI2460,"19.365917,-99.868767",24500,378,266
1743187678,2025-03-28T18:47:58Z,SLI2460,"19.365917,-99.908073",25150,380,277
1743187681,2025-03-28T18:48:01Z,SLI2460,"19.366608,-99.912712",25225,381,279
1743187683,2025-03-28T18:48:03Z,SLI2460,"19.367174,-99.916161",25300,380,280
1743187685,2025-03-28T18:48:05Z,SLI2460,"19.367872,-99.919655",25350,380,282
1743187687,2025-03-28T18:48:07Z,SLI2460,"19.368942,-99.924332",25450,381,284
1743187689,2025-03-28T18:48:09Z,SLI2460,"19.369858,-99.927963",25525,380,285
1743187691,2025-03-28T18:48:11Z,SLI2460,"19.371094,-99.932228",25600,381,287
1743187693,2025-03-28T18:48:13Z,SLI2460,"19.372192,-99.935806",25675,382,288
1743187696,2025-03-28T18:48:16Z,SLI2460,"19.373383,-99.939293",25725,382,290
1743187698,2025-03-28T18:48:18Z,SLI2460,"19.374622,-99.942627",25800,383,292
1743187700,2025-03-28T18:48:20Z,SLI2460,"19.376358,-99.946945",25875,383,293
1743187702,2025-03-28T18:48:22Z,SLI2460,"19.377974,-99.950714",25925,384,294
1743187704,2025-03-28T18:48:24Z,SLI2460,"19.37923,-99.953415",25950,385,296
1743187706,2025-03-28T18:48:26Z,SLI2460,"19.380861,-99.956757",25975,386,298
1743187708,2025-03-28T18:48:28Z,SLI2460,"19.382858,-99.960579",26000,387,299
1743187710,2025-03-28T18:48:30Z,SLI2460,"19.384771,-99.963997",26000,387,301
1743187712,2025-03-28T18:48:32Z,SLI2460,"19.387053,-99.967896",26000,387,302
1743187714,2025-03-28T18:48:34Z,SLI2460,"19.389008,-99.971039",26000,388,303
1743187717,2025-03-28T18:48:37Z,SLI2460,"19.391008,-99.974236",26000,388,303
1743187719,2025-03-28T18:48:39Z,SLI2460,"19.393429,-99.977982",26000,388,304
1743187721,2025-03-28T18:48:41Z,SLI2460,"19.395477,-99.981133",26000,387,304
1743187723,2025-03-28T18:48:43Z,SLI2460,"19.39748,-99.984222",26000,387,304
1743187725,2025-03-28T18:48:45Z,SLI2460,"19.399529,-99.987373",26000,387,304
1743187727,2025-03-28T18:48:47Z,SLI2460,"19.401577,-99.990471",26000,386,304
1743187729,2025-03-28T18:48:49Z,SLI2460,"19.404236,-99.994514",26000,386,304
1743187732,2025-03-28T18:48:52Z,SLI2460,"19.406296,-99.997604",26000,386,304
1743187762,2025-03-28T18:49:22Z,SLI2460,"19.437561,-100.045403",26000,387,304
1743187793,2025-03-28T18:49:53Z,SLI2460,"19.468519,-100.092888",26000,387,304
1743187810,2025-03-28T18:50:10Z,SLI2460,"19.488281,-100.118797",26025,399,315
1743187812,2025-03-28T18:50:12Z,SLI2460,"19.491747,-100.122353",26025,401,317
1743187815,2025-03-28T18:50:15Z,SLI2460,"19.494278,-100.124786",26025,403,318
1743187817,2025-03-28T18:50:17Z,SLI2460,"19.497665,-100.127823",26000,406,319
1743187819,2025-03-28T18:50:19Z,SLI2460,"19.500872,-100.130646",26000,408,321
1743187821,2025-03-28T18:50:21Z,SLI2460,"19.503851,-100.133087",26000,410,323
1743187823,2025-03-28T18:50:23Z,SLI2460,"19.507919,-100.136162",26000,412,324
1743187826,2025-03-28T18:50:26Z,SLI2460,"19.511765,-100.138908",26000,415,326
1743187828,2025-03-28T18:50:28Z,SLI2460,"19.514652,-100.140877",26000,417,327
1743187830,2025-03-28T18:50:30Z,SLI2460,"19.519306,-100.143829",26000,419,329
1743187833,2025-03-28T18:50:33Z,SLI2460,"19.522385,-100.14563",26000,422,331
1743187835,2025-03-28T18:50:35Z,SLI2460,"19.526941,-100.148125",26000,423,333
1743187837,2025-03-28T18:50:37Z,SLI2460,"19.530525,-100.149971",26000,427,334
1743187839,2025-03-28T18:50:39Z,SLI2460,"19.534607,-100.151909",26000,428,336
1743187841,2025-03-28T18:50:41Z,SLI2460,"19.538269,-100.153473",26000,431,338
1743187844,2025-03-28T18:50:44Z,SLI2460,"19.542709,-100.155289",26000,434,340
1743187846,2025-03-28T18:50:46Z,SLI2460,"19.5466,-100.156662",26000,435,341
1743187848,2025-03-28T18:50:48Z,SLI2460,"19.552313,-100.158562",26000,438,343
1743187850,2025-03-28T18:50:50Z,SLI2460,"19.55603,-100.159607",26000,441,345
1743187853,2025-03-28T18:50:53Z,SLI2460,"19.560226,-100.160706",26000,443,346
1743187855,2025-03-28T18:50:55Z,SLI2460,"19.565067,-100.161903",26000,443,347
1743187857,2025-03-28T18:50:57Z,SLI2460,"19.567978,-100.162552",26000,446,347
1743187859,2025-03-28T18:50:59Z,SLI2460,"19.573168,-100.163704",26000,446,348
1743187861,2025-03-28T18:51:01Z,SLI2460,"19.576813,-100.164513",26000,446,348
1743187863,2025-03-28T18:51:03Z,SLI2460,"19.582106,-100.165596",26000,446,348
1743187865,2025-03-28T18:51:05Z,SLI2460,"19.586563,-100.166573",26000,447,348
1743187868,2025-03-28T18:51:08Z,SLI2460,"19.589859,-100.167259",26000,447,348
1743187870,2025-03-28T18:51:10Z,SLI2460,"19.59514,-100.168343",26000,447,348
